"","ticker","secid","gvkey","cusip","addzip","gind","gsector","gsubind","state","spcsrc","vol_30_0","vol_30_1","vol_60_0","vol_60_1","sigma_term_m","sigma_term_bs","sigma_term_bs1","baseline0","baseline1","s_sigma_term_bs0","s_sigma_term_bs1","sigma_time_10","sigma_time_30","sigma_time_60","sigma_time_91","sigma_time_122","sigma_time_152","sigma_time_182","sigma_time_273","sigma_time_365","sigma_time_547","sigma_time_730","RI10_m","RI30_m","RI60_m","RI91_m","RI122_m","RI152_m","RI182_m","RI273_m","RI365_m","RI547_m","RI730_m","RI10_bs","RI30_bs","RI60_bs","RI91_bs","RI122_bs","RI152_bs","RI182_bs","RI273_bs","RI365_bs","RI547_bs","RI730_bs","gelection","sector","dem_mean","rep_mean","first_dem","first_rep","std","std_c","uncertain","dem_win","inc_win","incparty_win","surprise","min_mean","min_first","tight","margin1","margin2","tight_c","margin1_c","margin2_c","margin2_p","closeness","margin","dem","inc","incparty","emovet_party","emove1_party","emove2_party","emovet_c_party","emove1_c_party","emove2_c_party","emove2_p_party","emoveclose_party","emoveuncertain_party","emovet_inc","emove1_inc","emove2_inc","emovet_c_inc","emove1_c_inc","emove2_c_inc","emove2_p_inc","emoveclose_inc","emoveuncertain_inc","emovet_incparty","emove1_incparty","emove2_incparty","emovet_c_incparty","emove1_c_incparty","emove2_c_incparty","emove2_p_incparty","emoveclose_incparty","emoveuncertain_incparty","unemploy_aug","unemploy_sep","unemploy_oct","gdp"
"643","LLY",106967,"006730","53245710","46285","352020","35","35202010","IN","A-",0.3406145,0.3060075,0.3473675,0.3010245,-0.00182637688142858,-0.00110617677285715,0.00072020010857142,0.000497262390881945,0.000347582972794643,-2.2245333512861,2.07202355967225,0.00111168977928571,0.00266400566119048,0.00715438820380953,0.0110624761365625,0.00621590652905753,0.00752197954904761,0.01039871872,0.0193498964508958,0.0233234895844643,0.0314781074897153,0.0358144984427084,-0.000293806666071429,-0.000149679418087302,-0.000149679418087302,-0.000141635747450452,-6.59203558236566e-05,-6.15023449373434e-05,-6.71708549529042e-05,-7.75687667850711e-05,-6.89037437421722e-05,-6.08857118302447e-05,-5.15628429097766e-05,-0.000221786655214287,-0.000125672747801588,-0.000137676082944445,-0.000133721460543073,-6.00170762452023e-05,-5.67641863283208e-05,-6.32137114992151e-05,-7.49306711492783e-05,-6.69305927597847e-05,-5.95690754343189e-05,-5.05762674185829e-05,1,"35",32.1595094631746,67.8404905368254,38.1578947,61.8421053,1.05323511330454,2.04234693877551,0.166666666666667,-1,0,0,0,32.1595094631746,38.1578947,0,0,0,3.34986849370722e-09,1.40029681183762e-08,5.52200546399817e-08,0,3.19114700304825e-16,0.0280261352101236,0,0,0,0,0,0,-3.34986849370722e-09,-1.40029681183762e-08,-5.52200546399817e-08,0,-3.19114700304825e-16,-0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,6.5,5.6,332611.9
"644","LECO",106973,"006737","53390010","44117","201060","20","20106020","OH","A-",0.336976,0.305425,0.3371315,0.3092935,0.000541241619285713,-2.49580276785787e-05,-0.000566199646964288,0.000451438380986111,0.000389049633569445,-0.0552855688168581,-1.45534039389661,NA,0.00241290404178571,0.00428456646428572,0.00377136304747222,0.0049854175270139,0.00575602354551587,0.00578159446005556,NA,NA,NA,NA,NA,-6.23887474166667e-05,-6.23887474166667e-05,-3.54958398701814e-05,-3.64276713748212e-05,-3.43077758304616e-05,-2.87931474767574e-05,NA,NA,NA,NA,NA,-8.12620689821431e-05,-7.18254081994049e-05,-4.17178140126461e-05,-4.10686520876432e-05,-3.80327735078582e-05,-3.19041345479898e-05,NA,NA,NA,NA,0,"20",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4,7.7,6.9,597309
"645","LNC",106975,"006742","53418710","19087","403010","40","40301020","PA","B",0.640642,0.602071,0.6037965,0.573476,0.00291361721113094,0.0109171330361309,0.00800351582500001,0.00126475497881151,0.00117166649250397,8.63181661193362,6.8308822315945,NA,0.00570627180035715,0.00849892638958335,0.0114327860363889,0.00863615453347023,0.0100310249855953,0.0122421206179999,0.0382738638254376,0.0584988085789632,0.0828037566244849,0.090881130189613,NA,-9.30884863075401e-05,-9.30884863075401e-05,-9.36172398379993e-05,-4.69060436257318e-05,-4.68250511477915e-05,-5.12555132245548e-05,-0.000129524712872918,-0.000152288195528308,-0.000146051443168837,-0.000120503442436277,NA,0.000173695374525793,4.03034441091264e-05,-5.666516486351e-06,1.86965451037763e-05,5.82965822720844e-06,-7.28015154873064e-06,-0.000100207805089036,-0.000130360754911869,-0.000131419787181634,-0.000109539722128058,0,"40",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4,8.8,8.2,700449.9
"646","LNN",106981,"014954","53555510","68022","201060","20","20106015","NE","B",0.4171525,0.372809,0.4135365,0.3717375,0.000525235678392861,0.000715183672380965,0.000189947993988098,0.000666701053207341,0.000545202330680555,1.07272017786741,0.348399086539107,NA,0.00417019735419643,0.00781515902999999,0.000843800545972238,0.000742888194031753,-0.0016179757777381,-0.00758742544895833,NA,NA,NA,NA,NA,-0.000121498722526786,-0.000121498722526786,-3.50071283054261e-06,-1.78403701343354e-06,1.41000753692826e-05,4.45750611392923e-05,NA,NA,NA,NA,NA,-0.000115167122727182,-0.000118332922626984,-1.41337223726674e-06,-2.27086243039244e-07,1.53497332244675e-05,4.56187314359302e-05,NA,NA,NA,NA,0,"20",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9,3.6,3.3,115887.2
"647","LAD",106996,"064175","53679710","97501","255040","25","25504050","OR","A+",0.5562955,0.5157605,0.540296,0.514244,0.00380545568571429,0.0041773608819643,0.000371905196249996,0.0010887890948879,0.00104319400679266,3.83670345485451,0.356506262333152,NA,0.00517330832857143,0.00654116097142856,0.00531299692724307,0.00351109281588286,0.00388765780692853,0.00360996552583331,NA,NA,NA,NA,NA,-4.55950880952377e-05,-4.55950880952378e-05,-1.65663872695469e-05,2.41281040845436e-06,-5.40803429041047e-07,1.07412175758783e-06,NA,NA,NA,NA,NA,-3.31982482202374e-05,-3.93966681577376e-05,-1.24795169810853e-05,5.46121365640525e-06,1.90594128313006e-06,3.11755690181865e-06,NA,NA,NA,NA,0,"25",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7.5,6.9,221433.2
"648","LFUS",106999,"025747","53700810","60631","452030","45","45203015","IL","A-",0.3467115,0.3394975,0.345605,0.341276,0.000470667589761912,0.000182392430297615,-0.000288275159464286,0.000470939554832341,0.000466984380340278,0.387294777909553,-0.617312209145472,NA,0.000589322824523811,0.00070797805928571,0.000586525278444436,0.000626775136160709,0.00076229649607144,0.00122975740206946,NA,NA,NA,NA,NA,-3.95517449206331e-06,-3.95517449206331e-06,-1.27316141409367e-06,-1.27957005244916e-06,-1.91861122572058e-06,-4.17082314454695e-06,NA,NA,NA,NA,NA,-1.35643464742065e-05,-8.75976048313491e-06,-4.44102030930572e-06,-3.64248119559913e-06,-3.81515832745937e-06,-5.75475259215297e-06,NA,NA,NA,NA,0,"45",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8,9.1,8.2,751378.3
"649","LPSN",107005,"133869","53814610","10018","451030","45","45103010","NY","C",0.578204,0.543371,0.5669635,0.5296615,-0.000437734232142826,0.00306482268660716,0.00350255691875,0.00122450537717659,0.00105488319652183,2.50290667867372,3.32032677200535,NA,0.0046509311875,0.00973959660714284,0.0136860498944722,0.00585398634340281,0.00681379048845241,0.00798844858933326,-0.00731872241100001,-0.0121522593924602,NA,NA,NA,-0.000169622180654761,-0.000169622180654761,-0.000155206418973792,-5.15714801274233e-05,-4.77073994776002e-05,-4.62977078103082e-05,2.52050849042388e-05,3.20945894803215e-05,NA,NA,NA,-5.28702833630947e-05,-0.000111246232008928,-0.000116716782504012,-2.28619971868496e-05,-2.4664261854245e-05,-2.70528895754181e-05,3.80349637274988e-05,4.16906358330612e-05,NA,NA,0,"45",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8,10.1,9.2,1404848.2
"650","LMT",107010,"006774","53983010","20817","201010","20","20101010","MD","A-",0.3319145,0.3049795,0.3139205,0.2835205,-0.000239872978571422,0.00276694166428571,0.00300681464285714,0.000344940179881944,0.000268870049286706,8.02151162915465,11.1831520499736,0.00119025382087302,0.00204223093928572,0.00432433485714286,0.00542497268552778,0.0067830599157996,0.00785987053892857,0.00837595854622223,0.0116704906697708,0.0134720567587947,0.0169673532866061,0.0166036302410318,-0.000143012679944444,-7.6070130595238e-05,-7.6070130595238e-05,-6.22510512538374e-05,-5.75650237243526e-05,-5.32877862993421e-05,-4.73397336527124e-05,-4.36277056715833e-05,-3.75669307873043e-05,-3.14574520387159e-05,-2.30732920816483e-05,0.00015766878434127,2.41570241666665e-05,-2.59565532142857e-05,-2.92091321015612e-05,-3.29190020615892e-05,-3.35061110173872e-05,-3.08187740765743e-05,-3.26137326208246e-05,-2.93290824507094e-05,-2.59605331303847e-05,-1.89543679133508e-05,0,"20",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,7,6.7,367486.6
"651","L",107015,"006781","54042410","10065-8087","403010","40","40301040","NY","B-",0.3932225,0.390259,0.3949295,0.3894655,-0.00046763972732144,-0.000320327491428571,0.000147312235892862,0.000624264624739087,0.000599462953569444,-0.51312773259009,0.245740349784262,NA,0.000276410407767852,0.00102046054285714,0.00144315554635417,0.00193511021833332,0.00170924290202382,0.000715035139541682,NA,NA,NA,NA,NA,-2.48016711696431e-05,-2.48016711696431e-05,-2.09977502601715e-05,-1.96946716856948e-05,-1.43215962456925e-05,-6.49821355419297e-06,NA,NA,NA,NA,NA,-1.98912633065474e-05,-2.23464672380952e-05,-1.9378934481129e-05,-1.84871943423106e-05,-1.33524367990289e-05,-5.68880566467172e-06,NA,NA,NA,NA,0,"40",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8,10.1,9.2,1404848.2
"652","LPX",107044,"006821","54634710","37203","151050","15","15105010","TN","B",0.5251385,0.485326,0.5166955,0.4829985,0.00155772123529762,0.00209433439571428,0.000536613160416663,0.00102451601292956,0.000916800697335317,2.04421831311901,0.585310593650649,NA,0.004789180703125,0.00802064017095237,0.00688056041589583,0.0104598297731607,0.0176749845286111,0.0236550179047361,0.0285306088567499,-0.0179526585802234,-0.0319892430960962,-0.024181471965625,NA,-0.000107715315594246,-0.000107715315594246,-5.84927382483319e-05,-7.29681027693696e-05,-0.000106034626929694,-0.000121413717963948,-9.88017861591659e-05,5.34530953849891e-05,6.13290024339924e-05,3.52591687683871e-05,NA,-8.98282102470237e-05,-9.87717629206347e-05,-5.25958903316653e-05,-6.85696342413641e-05,-0.000102504277190111,-0.000118465294005615,-9.68361701869437e-05,5.49232684272266e-05,6.23100136961801e-05,3.59942552895058e-05,0,"15",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7,7.1,6.4,315609.2
"653","LOW",107045,"006829","54866110","28117","255040","25","25504030","NC","A",0.412329,0.379098,0.3811875,0.3482625,0.000543516520714291,0.00588364144874999,0.00534012492803571,0.000478542127267857,0.000392294619875,12.2949289383183,13.6125367453096,0.000966762863650795,0.0031309417425,0.00571836696428571,0.00684487353333334,0.00686381197444445,0.00810685139853969,0.00941076935409721,0.00997813688164586,0.0117658217283284,0.0137456076282541,0.0100754988348412,-4.23246342936504e-05,-8.6247507392857e-05,-8.6247507392857e-05,-6.92456814573522e-05,-5.18057004404112e-05,-4.97587820909566e-05,-4.87211694141919e-05,-3.45590489411413e-05,-3.07460416646961e-05,-2.41354499223762e-05,-1.3057510019352e-05,0.000491687858509919,9.17566568749996e-05,2.75457474107131e-06,-1.05629899404764e-05,-8.03418463683986e-06,-1.46263812486165e-05,-1.9379823655754e-05,-1.49981517688493e-05,-1.61155624098038e-05,-1.43728814981793e-05,-5.74227039190579e-06,1,"25",55.3694427262941,44.6305572737059,56.122449,43.877551,0.382595441296117,2.80612244897959,1.33333333333333,1,0,0,0,44.6305572737059,43.877551,0,0,0,0.0145614768077108,0.0225545134039139,0.0339662317213949,0,2.16850938548065e-05,0.0931195331596524,1,0,0,0,0,0,0.0145614768077108,0.0225545134039139,0.0339662317213949,0,2.16850938548065e-05,1.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,6.7,6,504659.2
"654","LMNX",107057,"133504","5.50E+14","78727","352030","35","35203010","TX","B-",0.763348,0.782354,0.699853,0.725464,0.00169670987499995,0.0221204636892857,0.0204237538142858,0.00157495346870635,0.00174808829077778,14.0451537958484,11.6834795599475,NA,-0.00349733478714286,-0.00869137944928568,-0.0258322759543333,0.0730882720122144,0.10505008760854,NA,NA,NA,NA,NA,NA,0.000173134822071427,0.000173134822071427,0.000302516327794871,-0.000585176738829626,-0.000679956432457498,NA,NA,NA,NA,NA,NA,0.000853926615880951,0.000513530718976189,0.000526953182896912,-0.000417768920679744,-0.000545589631047724,NA,NA,NA,NA,NA,0,"35",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1,7.7,7.1,1713361.5
"655","LDL",107063,"006845","55081910","06042-2307","201060","20","20106020","CT","C",0.745308,0.684741,0.7268145,0.6715795,0.00223178218880951,0.00648207082232143,0.00425028863351191,0.001988232618875,0.00171891989110913,3.26021752222795,2.47265079396424,NA,0.0103111640217857,0.0183905458547619,0.02069708792775,0.0264178635406508,0.03136684939,0.0359899646708333,0.0306143557243333,0.0337721715400646,NA,NA,NA,-0.000269312727765873,-0.000269312727765873,-0.000202915447680665,-0.000198246568457715,-0.000191678073692042,-0.000185484519131999,-0.000103965470826095,-8.6412025619877e-05,NA,NA,NA,-0.000127636439982143,-0.000198474583874008,-0.000156208979180534,-0.000163408137035486,-0.000163715648471569,-0.000162131284881933,-8.83966479927176e-05,-7.47673992266936e-05,NA,NA,0,"20",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6,8.8,7.9,242765.5
"656","MTB",107074,"004699","55261F10","14203","401010","40","40101015","NY","B+",0.5097825,0.471239,0.496761,0.457389,5.83829488690481e-05,0.00312064432982142,0.00306226138095239,0.0009272412100625,0.000779139680638889,3.36551513883974,3.93031115863763,NA,0.00450142883157738,0.00894447471428571,0.0129883328092014,0.00887598306577776,0.0101071998836111,0.0119000024713194,0.00847726397050001,NA,NA,NA,NA,-0.000148101529423611,-0.000148101529423611,-0.000142087361102553,-7.22754107943337e-05,-6.61106377285664e-05,-6.50638435299471e-05,-3.08383920206262e-05,NA,NA,NA,NA,-4.60261500585319e-05,-9.70638397410715e-05,-0.000108436137136044,-4.71749076717732e-05,-4.59641812749324e-05,-4.82382315466923e-05,-1.9621317365123e-05,NA,NA,NA,0,"40",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8,10.1,9.2,1404848.2
"657","MBI",107078,"013561","55262C10","10577","403010","40","40301040","NY","C",0.5878875,0.602156,0.595198,0.5571335,-0.0144864423955952,-0.00205927298755953,0.0124271694080357,0.00144011748314187,0.00102461756074802,-1.42993402390121,12.1285930322757,NA,-0.00202144472377975,0.0104435529480357,0.016984498375,0.0231295649658035,0.0535522522366905,0.0795505236516249,NA,NA,NA,NA,NA,-0.000415499922393849,-0.000415499922393849,-0.000345834513962585,-0.000308327929191793,-0.00044762299100188,-0.000516686626633078,NA,NA,NA,NA,NA,-1.26094212599256e-06,-0.000208380432259921,-0.00020927221277538,-0.000206465884863632,-0.000365865297527961,-0.000448405476039475,NA,NA,NA,NA,0,"40",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8,10.1,9.2,1404848.2
"658","MDC",107084,"006865","55267610","80237","252010","25","25201030","CO","A-",0.5346315,0.473549,0.5242785,0.4706575,0.00196017193696425,0.00261021314999998,0.000650041213035729,0.00104724226322321,0.000868207576236111,2.49246353175838,0.748716356350879,NA,0.00733121254657737,0.0127022531561905,0.0104546987624445,0.014445818200502,0.0178939207465953,0.0202421170992083,NA,NA,NA,NA,NA,-0.000179034686987104,-0.000179034686987104,-9.33464486316506e-05,-0.000102341362815883,-0.000104827294800204,-0.000100450248144198,NA,NA,NA,NA,NA,-0.00015736664655258,-0.000168200666769842,-8.62031385982909e-05,-9.70131561516556e-05,-0.000100550707872337,-9.68785931275184e-05,NA,NA,NA,NA,0,"25",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,6.3,6.2,354244.5
"659","MDU",107090,"006867","55269010","58506-5650","201030","20","20103010","ND","A-",0.4235665,0.367517,0.341447,0.356291,0.0130231089298214,0.0149577443126786,0.00193463538285714,0.000213347332125992,0.000471499238384921,70.109825905136,4.10315696263703,NA,0.00527855174205358,-0.00246600544571429,-0.0126257837229514,-0.0146756857232857,-0.0165803593466429,NA,NA,NA,NA,NA,NA,0.000258151906258929,0.000258151906258929,0.000281855963217284,0.000227039300435305,0.000194759659713581,NA,NA,NA,NA,NA,NA,0.000322639752354166,0.000290395829306548,0.00030311569269923,0.000242896967507904,0.000207487524074483,NA,NA,NA,NA,NA,1,"20",30,70,30,70,2.23469387755102,2.23469387755102,0,-1,0,0,0,30,30,0,0,0,0,0,0,0,4.24835425529159e-18,0.025,0,0,0,0,0,0,0,0,0,0,-4.24835425529159e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,5.3,4.9,52089.7
"660","ECPG",107091,"121815","29255410","92108","402020","40","40202010","CA","B+",0.6511125,0.576771,0.6485675,0.5771995,0.000905276656964341,0.000787544190476207,-0.000117732466488108,0.00165607982720734,0.00132402277444246,0.475547239654654,-0.0889202729444627,NA,0.0108669882399107,0.0208286998228571,0.00705154464092361,0.0102170784349306,0.0145846234026031,0.0200635877586806,NA,NA,NA,NA,NA,-0.000332057052764879,-0.000332057052764879,-6.75414064171348e-05,-7.63262440816909e-05,-8.99957022739393e-05,-0.000105265445613826,NA,NA,NA,NA,NA,-0.000335981468314484,-0.000334019260539682,-6.88351697851363e-05,-7.72912642988067e-05,-9.07702579745191e-05,-0.000105912327297826,NA,NA,NA,NA,0,"40",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9,10,9.3,2742917.6
"661","MVC",107096,"137230","55382910","10577","402030","40","40203010","NY","",0.3615405,0.3064405,0.356017,0.3014465,0.000220866946011898,0.000943673536011906,0.000722806590000002,0.000487240775546627,0.000348548431286706,1.9367704497909,2.07376228127517,NA,0.00438163727380952,0.00854240760160715,0.00278686140570139,0.00347504070711112,0.00378476333286509,0.00304276070818053,NA,NA,NA,NA,NA,-0.000138692344259921,-0.000138692344259921,-2.81977413152691e-05,-2.66735554188461e-05,-2.34466867556131e-05,-1.55049107811463e-05,NA,NA,NA,NA,NA,-0.000114598791259921,-0.000126645567759921,-2.02548117548295e-05,-2.07489112385181e-05,-1.86913802424552e-05,-1.15334460009265e-05,NA,NA,NA,NA,0,"40",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8,10.1,9.2,1404848.2
"662","MTG",107107,"024379","55284810","53202","402010","40","40201050","WI","B+",0.5161945,0.4651155,0.5124355,0.459954,-0.00021622048910714,0.000920623849999993,0.00113684433910715,0.00102668064083433,0.000820567205919643,0.896699337051737,1.38543720844052,NA,0.00596718255833334,0.0121505856057738,0.0150732782067291,0.0126541501633354,0.0147195914793016,0.0164782788776667,0.0162684913625,-0.100041707806007,-0.122600076920178,0.135980487790952,NA,-0.000206113434914683,-0.000206113434914683,-0.000168016469185014,-0.000105494841413463,-9.82619208447942e-05,-9.17280184987573e-05,-6.03835598959969e-05,0.000273494485799725,0.000223736483420606,-0.000186570833260355,NA,-0.000168218623611111,-0.000187166029262897,-0.000155523674249771,-9.61764451912736e-05,-9.07826817717209e-05,-8.54816210311357e-05,-5.62192949175825e-05,0.000276609127824677,0.00022581480945188,-0.00018501351224788,0,"40",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,5.7,5.1,298690.5
"663","MGM",107110,"014418","55295310","89109","253010","25","25301010","NV","B",0.680452,0.6154645,0.6688,0.6085535,0.00172911807285711,0.00374321054857145,0.00201409247571433,0.00171258712577778,0.00143602449985813,2.18570517798997,1.40254743280028,0.00557114615669643,0.0100259968504464,0.0183228756280357,0.0156481775203542,0.0154545846884226,0.0176417294271111,0.0177398949568749,0.0231676568816874,0.0245826033105556,0.0174943186209521,-0.0112370380857142,-0.000384202808383932,-0.000276562625919644,-0.000276562625919644,-0.000152956697225242,-0.00011250382471775,-0.000104688232593776,-8.79713015605375e-05,-7.85294461861916e-05,-6.26122883224615e-05,-2.88212075833547e-05,1.77618577514676e-05,-0.000182793560812498,-0.000209426210062499,-0.000242994417991071,-0.000130823812876733,-9.59948699987797e-05,-9.14376242009186e-05,-7.6904859386283e-05,-7.11518180700219e-05,-5.7094226745162e-05,-2.51391372438404e-05,2.05208885401174e-05,0,"25",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9,12.8,11.2,148792.5
"664","OPCH",107113,"035543","68404L20","60015","351020","35","35102015","IL","",0.751429,0.6744605,0.6961585,0.5803785,-0.00905925663791669,0.0190497345044643,0.028108991142381,0.0016056657627123,0.00086818031930258,11.8640721791846,32.3769043336081,NA,0.013065306664375,0.0351898699666667,0.0487266251376666,0.016708335063619,0.0142475387938334,NA,NA,NA,NA,NA,NA,-0.000737485443409723,-0.000737485443409723,-0.000635009689841575,-0.000211209768045374,-0.00015333418047204,NA,NA,NA,NA,NA,NA,0.000199480928002976,-0.000269002257703373,-0.000326119677287938,1.91917986954531e-05,3.15933928330976e-05,NA,NA,NA,NA,NA,0,"35",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8,9.1,8.2,751378.3
"665","MHO",107114,"012615","55305B10","43219","252010","25","25201030","OH","B+",0.6327445,0.59108,0.623363,0.568763,-0.00335715326660719,0.00280575535982144,0.00616290862642862,0.00149522721134028,0.00118098069023016,1.8764742498944,5.21846688723382,NA,0.00607024236669642,0.015497638,0.0162937899828889,0.00501723810536305,0.00346039812571425,NA,NA,NA,NA,NA,NA,-0.00031424652111012,-0.00031424652111012,-0.000215944431313143,-6.86425522292642e-05,-4.48523117915884e-05,NA,NA,NA,NA,NA,NA,-0.000108816233562499,-0.00021153137733631,-0.000148220160693049,-1.8126907750341e-05,-4.30686030192635e-06,NA,NA,NA,NA,NA,0,"25",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4,7.7,6.9,597309
"666","MKSI",107116,"119275","55306N10","01810","453010","45","45301010","MA","B+",0.4512755,0.4231785,0.4392945,0.4143325,0.000776499253333353,0.00254045694523812,0.00176395769190476,0.000723451343493055,0.000651836500993056,3.51157955277542,2.70613518760827,NA,0.00292494452833334,0.00507338980333333,0.00680285264533334,0.00445611997813491,0.0052139344833889,NA,NA,NA,NA,NA,NA,-7.16148424999997e-05,-7.16148424999997e-05,-6.62236636483515e-05,-3.01608256131275e-05,-2.91936528293128e-05,NA,NA,NA,NA,NA,NA,-1.28162527698408e-05,-4.22155476349202e-05,-4.68395131878595e-05,-1.57021560073508e-05,-1.75886680141499e-05,NA,NA,NA,NA,NA,0,"45",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.6,10,8.7,504488.6
"667","MSM",107128,"061732","55353010","11747","201070","20","20107010","NY","B+",0.3670075,0.326414,0.354148,0.327737,0.00241408117267857,0.00220802360767856,-0.000206057564999999,0.00046090121726885,0.000429670567230159,4.79066560240954,-0.479571049812267,NA,0.00335100067383929,0.004287920175,-0.0011146295058889,-0.00211234394933334,-0.00272276376761907,-0.00297927619022222,NA,NA,NA,NA,NA,-3.12306500386906e-05,-3.12306500386906e-05,3.87770404238183e-05,3.71018452623927e-05,3.37950325019581e-05,2.963383166429e-05,NA,NA,NA,NA,NA,-3.80992355386908e-05,-3.46649427886907e-05,3.65126715776644e-05,3.54128488279664e-05,3.24393906269581e-05,2.85016472412131e-05,NA,NA,NA,NA,0,"20",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8,10.1,9.2,1404848.2
